unigene,A Chr,C Chr,AGI
Cab015413.1,A03,.,AT5G02870.1
BnaA03g00650D,A03,.,0
Cab015414.1,A03,.,AT5G02840.3
Cab015415.1,A03,.,0
Cab015416.1,A03,.,0
Cab015417.1,A03,.,0
Cab015418.1,A03,.,AT5G02760.1
Cab015419.1,A03,.,0
Cab015420.1,A03,.,0
Cab015421.1,A03,.,0
Cab015422.1,A03,.,0
Cab015423.1,A03,.,0
Cab015425.1,A03,.,0
Cab015424.1,A03,.,0
Cab015427.1,A03,.,AT5G03380.2
Cab015428.2,A03,.,AT5G03430.1
Cab015429.1,A03,.,AT5G03455.1
Cab015430.1,A03,.,0
Cab015431.1,A03,.,0
Cab015432.1,A03,.,AT5G03510.1
Cab015433.1,A03,.,AT5G03520.1
Cab015434.1,A03,.,0
BnaA03g00940D,A03,.,AT5G03560.1
Cab015435.2,A03,.,AT5G03555.1
Cab015436.1,A03,.,AT5G03570.2
Cab015437.1,A03,.,AT5G03580.1
Cab015438.1,A03,.,0
Cab015439.1,A03,.,0
BnaA03g01000D,A03,.,0
Cab015440.2,A03,.,AT5G03630.1
Cab015441.1,A03,.,AT5G03670.1
Cab015442.1,A03,.,AT5G03680.1
Cab015443.1,A03,.,AT5G03730.1
Cab015444.1,A03,.,AT5G03760.1
Cab015445.1,A03,.,AT5G03790.1
Cab015446.1,A03,.,AT5G03795.1
Cab015447.1,A03,.,AT5G03820.1
Cab015448.1,A03,.,AT5G03820.1
Cab015450.1,A03,.,0
Cab015451.1,A03,.,AT5G03850.1
Cab015452.1,A03,.,0
Cab015453.1,A03,.,AT5G03870.1
Cab015454.3,A03,.,AT5G03880.1
Cab015455.1,A03,.,0
Cab015456.2,A03,.,AT5G03890.1
Cab015457.1,A03,.,AT5G04040.1
Cab015458.1,A03,.,0
BnaA03g01160D,A03,.,0
BnaA03g01170D,A03,.,0
Cab015459.1,A03,.,AT5G04040.1
Cab015461.1,A03,.,AT5G04080.1
Cab015462.1,A03,.,0
Cab015463.1,A03,.,AT5G04110.1
Cab015464.2,A03,.,AT5G04130.1
Cab015465.1,A03,.,AT5G04150.1
Cab015466.1,A03,.,AT5G04160.1
Cab015467.2,A03,.,AT5G04170.1
Cab015468.2,A03,.,AT5G04250.2
Cab015469.1,A03,.,0
Cab015470.1,A03,.,AT5G04280.1
Cab015471.1,A03,.,AT5G04310.1
Cab015472.1,A03,.,AT5G04320.2
Cab015473.1,A03,.,0
Cab015474.1,A03,.,AT5G04370.2
Cab015475.1,A03,.,AT5G04390.1
Cab015476.1,A03,.,AT5G04410.1
Cab015477.1,A03,.,AT5G04420.3
Cab015478.2,A03,.,AT5G04430.2
Cab015479.1,A03,.,AT5G04440.1
BnaA03g01300D,A03,.,AT5G04490.1
Cab015480.1,A03,.,AT5G04470.1
BnaA03g34060D,A03,.,ATCG00590.1
Cab015481.1,A03,.,AT5G04490.1
Cab015482.1,A03,.,AT5G04520.1
BnaA03g01320D,A03,.,0
Cab015483.2,A03,.,AT5G04660.1
Cab015484.1,A03,.,AT5G04670.1
Cab015485.1,A03,.,0
Cab015486.1,A03,.,AT5G04700.1
BnaA03g01380D,A03,.,AT3G11830.2
Cab015487.1,A03,.,AT5G04730.1
Cab015488.1,A03,.,AT5G04740.1
Cab015489.1,A03,.,0
BnaA03g01430D,A03,.,0
Cab015490.1,A03,.,AT5G04760.1
Cab015491.1,A03,.,AT5G04770.1
Cab015492.1,A03,.,AT5G04800.4
Cab015493.1,A03,.,AT5G04780.1
Cab015494.1,A03,.,AT5G04830.2
Cab015495.1,A03,.,0
Cab015496.1,A03,.,AT5G04850.1
Cab015497.1,A03,.,AT5G04870.1
Cab015498.1,A03,.,AT5G04885.1
BnaA03g01530D,A03,.,0
Cab015499.2,A03,.,AT5G04900.1
Cab039959.1,A03,.,AT5G52890.2
Cab015500.1,A03,.,AT5G04930.1
Cab015501.1,A03,.,AT5G04940.2
Cab015502.1,A03,.,0
Cab015503.1,A03,.,AT5G04950.1
Cab015504.1,A03,.,AT5G04960.1
Cab015505.1,A03,.,AT5G04970.1
Cab015506.1,A03,.,AT5G04980.2
Cab015507.2,A03,.,AT5G05000.1
Cab015508.1,A03,.,AT5G05010.2
Cab015509.1,A03,.,0
Cab015510.2,A03,.,AT5G05080.2
Cab015511.1,A03,.,0
Cab015512.1,A03,.,0
Cab015513.1,A03,.,AT5G05100.1
Cab015514.1,A03,.,AT5G05110.1
Cab015515.1,A03,.,0
Cab015516.1,A03,.,AT5G05030.1
Cab015517.2,A03,.,AT5G05140.1
Cab015518.1,A03,.,AT3G44970.1
Cab013128.1,A03,.,0
Cab015519.1,A03,.,0
Cab015520.1,A03,.,0
Cab015521.1,A03,.,AT5G05150.1
Cab015522.3,A03,.,AT5G05170.1
Cab015523.1,A03,.,0
Cab015524.1,A03,.,AT5G05190.1
Cab015525.1,A03,.,AT5G05200.1
Cab015526.1,A03,.,AT5G05210.2
Cab015527.1,A03,.,AT5G05340.1
Cab015528.1,A03,.,0
Cab015529.1,A03,.,0
Cab015530.1,A03,.,AT5G05440.1
Cab015531.1,A03,.,AT5G05460.1
Cab015532.1,A03,.,AT5G05480.1
Cab015533.3,A03,.,AT5G05560.1
BnaA03g01640D,A03,.,0
Cab015534.1,A03,.,AT5G05530.1
Cab015535.1,A03,.,AT5G05600.1
Cab015536.1,A03,.,0
Cab015537.1,A03,.,0
Cab015538.1,A03,.,AT5G05670.1
Cab015539.1,A03,.,AT5G05690.1
BnaA03g01700D,A03,.,0
BnaA03g01710D,A03,.,0
BnaA03g01720D,A03,.,0
Cab015540.1,A03,.,AT5G05730.1
Cab015541.1,A03,.,AT5G05740.3
Cab015542.1,A03,.,AT5G05760.1
Cab015543.2,A03,.,AT5G05780.1
Cab015544.1,A03,.,AT5G05820.1
Cab015545.1,A03,.,AT5G05900.1
Cab015546.1,A03,.,0
Cab015547.1,A03,.,AT5G05980.2
Cab015548.1,A03,.,AT5G05987.1
Cab015549.1,A03,.,AT5G05990.1
Cab015550.1,A03,.,AT5G06070.1
Cab015551.1,A03,.,AT5G06110.2
Cab015552.1,A03,.,AT5G43690.1
Cab015553.1,A03,.,AT5G06110.2
Cab015554.1,A03,.,AT5G43690.1
Cab015556.1,A03,.,0
Cab015557.1,A03,.,AT5G06150.1
BnaA03g01910D,A03,.,AT2G47990.1
Cab015558.2,A03,.,AT5G06160.1
Cab015559.1,A03,.,AT5G43610.1
Cab015561.1,A03,.,AT5G06220.2
Cab015562.1,A03,.,AT5G06240.1
Cab015563.1,A03,.,0
Cab015564.1,A03,.,AT3G11980.1
Cab015565.1,A03,.,AT5G06250.2
Cab015566.1,A03,.,0
Cab015567.1,A03,.,AT5G06270.1
Cab015568.1,A03,.,0
Cab015569.1,A03,.,0
Cab015570.1,A03,.,AT5G06320.1
Cab015571.1,A03,.,0
Cab015572.1,A03,.,AT5G06370.1
Cab015573.1,A03,.,AT5G06390.1
Cab015574.1,A03,.,AT5G06410.1
Cab015575.1,A03,.,0
Cab015577.1,A03,.,0
Cab015576.1,A03,.,0
Cab015578.1,A03,.,AT5G06470.1
Cab015579.1,A03,.,AT5G06570.2
Cab015580.1,A03,.,AT5G06600.3
Cab015581.1,A03,.,AT5G06610.1
Cab015582.1,A03,.,0
Cab015583.2,A03,.,AT5G03770.1
Cab015584.1,A03,.,0
Cab015585.1,A03,.,0
Cab015586.1,A03,.,0
Cab015587.1,A03,.,0
Cab015588.1,A03,.,AT5G06700.1
Cab015589.2,A03,.,0
Cab015590.1,A03,.,0
Cab015591.1,A03,.,AT5G06760.1
Cab015592.1,A03,.,AT5G06800.1
Cab015593.1,A03,.,AT5G06820.1
Cab015594.1,A03,.,AT5G06839.3
Cab015595.1,A03,.,AT5G06850.1
Cab015596.1,A03,.,AT5G06870.1
Cab015597.1,A03,.,AT5G24840.1
Cab015598.1,A03,.,AT5G06870.1
Cab015599.1,A03,.,AT5G06870.1
Cab015600.1,A03,.,0
Cab015601.1,A03,.,AT5G06865.1
Cab015602.1,A03,.,0
BnaA03g44250D,A03,.,0
Cab015603.1,A03,.,AT5G06920.1
Cab015605.1,A03,.,0
Cab015608.1,A03,.,AT5G07030.1
Cab015609.1,A03,.,AT5G07090.1
Cab015610.2,A03,.,AT5G07120.1
Cab015611.1,A03,.,AT5G07170.1
Cab015612.1,A03,.,AT5G07200.1
Cab015613.1,A03,.,AT5G07210.1
Cab015614.1,A03,.,AT5G07240.1
Cab015615.1,A03,.,0
Cab015616.1,A03,.,AT5G07300.1
Cab015617.1,A03,.,AT5G07310.1
BnaA03g02020D,A03,.,AT5G07390.1
Cab015618.1,A03,.,AT5G07350.1
Cab015619.1,A03,.,AT5G07430.1
Cab015620.1,A03,.,AT5G07440.2
Cab015621.1,A03,.,0
Cab015622.1,A03,.,0
Cab015623.1,A03,.,0
Cab015624.1,A03,.,0
Cab015625.1,A03,.,0
Cab015626.1,A03,.,AT5G07475.1
Cab015627.1,A03,.,AT5G07490.1
Cab015628.2,A03,.,0
Cab015629.1,A03,.,0
Cab015630.1,A03,.,0
Cab015631.1,A03,.,0
Cab015632.1,A03,.,0
Cab015633.1,A03,.,AT5G07620.1
Cab015634.1,A03,.,AT5G07690.1
BnaA03g02200D,A03,.,AT5G07730.1
Cab015635.5,A03,.,AT5G07740.1
Cab015636.1,A03,.,0
Cab015637.1,A03,.,AT5G07810.1
Cab015638.1,A03,.,AT5G07820.1
Cab015639.1,A03,.,0
Cab015640.1,A03,.,AT5G07860.1
Cab015641.1,A03,.,0
Cab015642.1,A03,.,AT5G07890.3
Cab015643.1,A03,.,AT5G07910.1
Cab015644.1,A03,.,AT5G07920.1
Cab015645.2,A03,.,AT5G08020.1
Cab015646.1,A03,.,0
Cab015647.1,A03,.,AT5G08050.1
Cab015648.1,A03,.,0
Cab015649.1,A03,.,AT2G34840.2
Cab015650.1,A03,.,AT5G08070.1
Cab015651.1,A03,.,AT5G08080.1
Cab015652.1,A03,.,AT5G08130.4
Cab015653.1,A03,.,AT5G08139.1
Cab015654.1,A03,.,0
Cab015655.1,A03,.,0
Cab015656.1,A03,.,AT5G08160.1
Cab015657.1,A03,.,AT5G08170.1
Cab015658.1,A03,.,0
Cab015659.1,A03,.,AT5G08190.1
Cab015660.1,A03,.,AT5G08200.1
Cab015661.1,A03,.,0
Cab047769.1,A03,.,0
Cab015662.1,A03,.,AT5G08260.1
Cab015663.1,A03,.,0
BnaA03g02460D,A03,.,AT5G08305.1
Cab015664.1,A03,.,AT5G08300.1
Cab015665.2,A03,.,AT5G08335.1
Cab015666.1,A03,.,AT5G08340.1
Cab015667.1,A03,.,AT5G08350.1
Cab015668.1,A03,.,AT5G08370.1
Cab015669.1,A03,.,AT5G08380.1
Cab015670.1,A03,.,AT5G08391.1
Cab015671.1,A03,.,AT5G08390.1
Cab015672.1,A03,.,AT5G08400.2
Cab015673.1,A03,.,AT5G08410.1
Cab015674.1,A03,.,AT5G08415.1
Cab015675.1,A03,.,AT5G08450.3
Cab015676.1,A03,.,AT5G08490.1
Cab015678.1,A03,.,AT5G08520.1
Cab015679.3,A03,.,AT5G08530.1
Cab015680.1,A03,.,0
Cab015681.1,A03,.,AT5G08540.1
Cab015682.1,A03,.,AT5G08540.1
Cab015683.1,A03,.,0
Cab015684.1,A03,.,0
Cab015685.1,A03,.,0
Cab015686.1,A03,.,AT1G24764.1
Cab015687.1,A03,.,AT5G08550.1
Cab015688.1,A03,.,AT5G08550.1
Cab015689.2,A03,.,AT5G08560.2
Cab015690.1,A03,.,0
Cab015691.1,A03,.,0
Cab015692.1,A03,.,0
Cab015693.1,A03,.,AT5G08565.1
Cab015694.1,A03,.,AT5G08570.1
Cab015695.1,A03,.,AT5G08580.1
Cab015696.1,A03,.,AT5G08590.1
Cab015697.1,A03,.,0
Cab015698.1,A03,.,0
Cab015699.1,A03,.,0
Cab015700.1,A03,.,AT5G08630.1
Cab015701.1,A03,.,AT5G08650.1
Cab015702.3,A03,.,AT5G08670.1
Cab015703.1,A03,.,AT5G08690.1
Cab015704.1,A03,.,AT5G08790.1
Cab015705.1,A03,.,AT5G09220.1
Cab015706.1,A03,.,AT5G09300.1
BnaA03g02670D,A03,.,AT5G09310.1
BnaA03g02690D,A03,.,AT5G09330.1
Cab015707.1,A03,.,AT5G09330.4
Cab015708.1,A03,.,AT5G09400.1
Cab015709.1,A03,.,AT5G09470.1
Cab015710.1,A03,.,0
Cab015711.1,A03,.,AT5G09500.1
Cab015712.4,A03,.,AT5G09530.1
Cab015713.1,A03,.,AT5G09550.1
Cab015714.1,A03,.,AT5G09590.1
Cab015715.1,A03,.,0
Cab015716.1,A03,.,AT5G09650.1
Cab015717.1,A03,.,AT5G39650.1
Cab015718.1,A03,.,AT5G09760.1
Cab015719.1,A03,.,AT5G09770.1
Cab015720.1,A03,.,AT5G09805.1
Cab015721.1,A03,.,AT5G09810.1
Cab015722.1,A03,.,AT5G09820.2
Cab015723.1,A03,.,AT5G09850.1
Cab015724.1,A03,.,0
Cab015725.1,A03,.,AT5G09870.1
Cab015726.1,A03,.,0
Cab015727.1,A03,.,AT5G09900.2
Cab015728.1,A03,.,AT5G09920.1
Cab015729.1,A03,.,0
Cab015730.1,A03,.,0
Cab015731.1,A03,.,AT5G10010.1
BnaA03g02750D,A03,.,AT4G32830.1
Cab015732.1,A03,.,AT5G10020.2
Cab015733.1,A03,.,AT5G10050.1
Cab015734.1,A03,.,AT5G10060.1
Cab015735.1,A03,.,AT5G10090.1
BnaA03g02790D,A03,.,0
Cab015736.1,A03,.,AT5G10100.2
Cab015737.1,A03,.,0
Cab015738.1,A03,.,AT5G10120.1
Cab015739.2,A03,.,AT5G10160.1
Cab015740.1,A03,.,AT5G10240.1
Cab015741.1,A03,.,0
Cab015742.1,A03,.,AT5G10280.1
Cab015743.1,A03,.,AT5G10360.1
Cab015744.1,A03,.,AT5G10370.1
Cab015745.1,A03,.,AT5G10400.1
Cab015746.1,A03,.,AT5G44050.1
Cab015747.1,A03,.,AT5G44050.1
Cab015748.1,A03,.,0
Cab015749.1,A03,.,0
Cab015750.1,A03,.,AT5G10450.1
Cab015751.1,A03,.,AT5G65460.1
Cab015752.1,A03,.,AT5G10480.1
Cab015753.1,A03,.,0
Cab015754.1,A03,.,AT5G10490.1
BnaA03g02980D,A03,.,0
Cab015755.1,A03,.,AT5G10510.2
Cab015756.1,A03,.,AT5G10530.1
Cab015757.1,A03,.,AT5G10540.1
Cab015758.1,A03,.,AT5G10550.1
Cab015759.1,A03,.,AT5G10630.2
Cab015760.1,A03,.,AT5G10650.2
Cab015761.1,A03,.,AT5G10660.2
Cab015762.1,A03,.,AT5G10710.1
Cab015763.1,A03,.,0
Cab015764.1,A03,.,AT5G10720.1
Cab047521.1,A03,.,AT5G10720.1
Cab047522.1,A03,.,0
Cab047523.1,A03,.,0
Cab047524.1,A03,.,AT5G10780.2
Cab015766.1,A03,.,AT5G10840.1
Cab015768.1,A03,.,AT5G10780.1
Cab015767.1,A03,.,AT5G10780.1
Cab015769.1,A03,.,AT5G10840.1
Cab015765.1,A03,.,AT5G10840.1
Cab015770.1,A03,.,AT5G10840.1
Cab015771.1,A03,.,AT5G01960.1
Cab015772.1,A03,.,0
Cab015773.1,A03,.,AT5G10960.1
Cab015774.1,A03,.,0
Cab015775.1,A03,.,AT5G11060.1
Cab015776.1,A03,.,0
Cab015777.2,A03,.,AT1G53530.1
Cab015778.1,A03,.,0
Cab015779.1,A03,.,0
Cab015780.1,A03,.,AT5G11110.1
Cab015781.1,A03,.,AT5G11230.1
Cab015782.1,A03,.,0
Cab015783.1,A03,.,AT5G11250.1
BnaA03g03280D,A03,.,0
BnaA03g03290D,A03,.,AT5G11280.1
BnaA03g03300D,A03,.,0
BnaA03g03310D,A03,.,0
BnaA03g03320D,A03,.,AT5G11290.1
Cab015784.1,A03,.,AT5G11250.1
Cab015785.2,A03,.,AT5G11410.1
Cab015786.1,A03,.,AT5G11470.1
Cab015787.1,A03,.,0
Cab015788.1,A03,.,AT5G11480.1
Cab015789.1,A03,.,AT5G11490.1
Cab015790.1,A03,.,AT5G11510.2
BnaA03g03400D,A03,.,AT5G11520.1
Cab015791.1,A03,.,AT5G11530.1
Cab011205.1,A03,.,0
Cab015792.1,A03,.,0
Cab015793.1,A03,.,AT5G11550.1
Cab015794.1,A03,.,AT5G11560.1
Cab015795.7,A03,.,AT5G11670.1
Cab015797.1,A03,.,0
Cab015796.1,A03,.,AT5G11680.1
BnaA03g03470D,A03,.,0
Cab015798.1,A03,.,AT5G11700.2
Cab015799.1,A03,.,AT5G11720.1
Cab015800.1,A03,.,AT1G05890.2
Cab015801.1,A03,.,AT5G11730.1
Cab015802.1,A03,.,AT5G11730.1
Cab015803.1,A03,.,0
Cab015804.1,A03,.,0
BnaA03g03550D,A03,.,0
Cab015805.1,A03,.,AT5G11750.1
Cab015806.1,A03,.,AT5G11770.1
Cab015807.1,A03,.,AT5G11790.1
Cab015808.1,A03,.,AT5G11810.1
Cab015809.1,A03,.,0
Cab015810.1,A03,.,AT5G11840.1
Cab015811.2,A03,.,AT5G11850.1
Cab015812.1,A03,.,AT5G11880.1
Cab015813.1,A03,.,AT5G11890.1
Cab015814.4,A03,.,AT5G11910.1
Cab015815.1,A03,.,0
Cab015816.1,A03,.,AT5G11920.1
Cab015817.1,A03,.,0
Cab015818.1,A03,.,AT5G11930.1
BnaA03g03710D,A03,.,0
Cab015819.1,A03,.,0
Cab015820.1,A03,.,AT5G41790.1
Cab015821.1,A03,.,AT5G41790.1
Cab015822.1,A03,.,AT5G11970.1
BnaA03g03740D,A03,.,AT5G12030.1
Cab015823.2,A03,.,AT5G11980.1
Cab015825.1,A03,.,AT5G12040.1
Cab015826.1,A03,.,AT5G12050.1
Cab015827.1,A03,.,0
BnaA03g03780D,A03,.,0
Cab015828.1,A03,.,AT5G12080.3
Cab015829.1,A03,.,AT5G12120.1
Cab015830.1,A03,.,AT5G12180.1
Cab015831.1,A03,.,AT5G12190.1
Cab015832.2,A03,.,AT5G11250.1
Cab015833.1,A03,.,AT5G12220.1
Cab015834.1,A03,.,AT5G12230.1
Cab015835.1,A03,.,AT5G12235.1
Cab015836.1,A03,.,AT5G12240.2
Cab015837.1,A03,.,AT5G12260.1
Cab015839.1,A03,.,0
Cab015840.1,A03,.,0
Cab015841.1,A03,.,0
BnaA03g03930D,A03,.,0
Cab015842.1,A03,.,0
Cab015843.1,A03,.,0
Cab015844.1,A03,.,0
Cab015845.1,A03,.,AT5G12310.1
Cab015846.3,A03,.,AT5G12370.3
Cab015847.2,A03,.,AT5G12400.1
Cab015848.1,A03,.,AT5G12420.1
Cab015849.1,A03,.,AT5G12420.1
Cab015850.1,A03,.,AT5G12440.3
Cab015851.3,A03,.,AT5G12470.1
Cab015852.1,A03,.,AT5G12870.1
Cab015853.1,A03,.,AT5G12900.1
Cab015854.1,A03,.,AT5G12920.3
Cab015855.1,A03,.,AT5G12930.1
Cab015856.1,A03,.,0
Cab015857.1,A03,.,AT5G12950.1
BnaA03g04110D,A03,.,AT5G12980.1
Cab015858.1,A03,.,AT5G12970.1
Cab015859.1,A03,.,0
Cab015860.1,A03,.,AT5G13020.1
Cab015861.1,A03,.,0
Cab015862.1,A03,.,AT5G13030.1
Cab015863.1,A03,.,AT2G14830.1
Cab015864.1,A03,.,0
Cab015865.2,A03,.,AT5G13090.1
Cab015866.1,A03,.,0
Cab015867.2,A03,.,AT5G13100.1
Cab015868.1,A03,.,AT5G13110.1
BnaA03g04200D,A03,.,AT5G13120.1
Cab015869.1,A03,.,AT5G13150.1
Cab015870.1,A03,.,AT5G13160.1
Cab015871.1,A03,.,AT5G13170.1
Cab015872.1,A03,.,AT5G13180.1
Cab048008.1,A03,.,AT5G16640.1
Cab015873.1,A03,.,AT5G16640.1
Cab015874.1,A03,.,0
Cab015875.1,A03,.,0
Cab015876.2,A03,.,AT5G13220.1
Cab015877.1,A03,.,AT5G13250.1
Cab015878.1,A03,.,AT5G13290.2
Cab015879.1,A03,.,AT5G13300.1
Cab015880.1,A03,.,AT5G13320.1
Cab015881.1,A03,.,AT5G13360.3
Cab015882.1,A03,.,AT5G13420.1
Cab015883.1,A03,.,AT5G13440.1
Cab015884.1,A03,.,AT5G13440.1
Cab015885.1,A03,.,AT5G13450.1
Cab015886.1,A03,.,AT5G13460.1
Cab015887.1,A03,.,AT5G13480.1
Cab015888.1,A03,.,AT5G13490.2
Cab015889.1,A03,.,AT5G13500.3
Cab015890.1,A03,.,AT5G13530.1
BnaA03g04420D,A03,.,0
Cab015891.1,A03,.,AT5G13550.1
Cab015892.1,A03,.,0
Cab015893.1,A03,.,AT3G55620.1
Cab015894.1,A03,.,AT5G13630.2
Cab015895.1,A03,.,AT5G13630.1
Cab015896.1,A03,.,AT5G13660.1
Cab015897.1,A03,.,AT5G13700.1
Cab015898.1,A03,.,AT5G13710.2
Cab015899.1,A03,.,AT5G13740.1
Cab015900.1,A03,.,AT5G13750.3
Cab015901.1,A03,.,0
Cab015902.1,A03,.,AT5G13800.1
Cab015903.1,A03,.,AT5G13810.1
Cab015904.2,A03,.,0
Cab015905.1,A03,.,AT5G13820.1
Cab015906.1,A03,.,AT5G13840.2
BnaA03g04550D,A03,.,0
Cab015907.1,A03,.,AT5G13870.1
Cab015908.1,A03,.,AT5G13880.1
Cab015909.1,A03,.,AT5G13910.1
Cab015910.2,A03,.,0
Cab015911.1,A03,.,AT5G13930.1
Cab015912.1,A03,.,AT5G13950.3
Cab015913.1,A03,.,AT5G13960.1
Cab015914.1,A03,.,AT5G13980.2
Cab015915.1,A03,.,AT5G13990.1
Cab015916.1,A03,.,AT5G14000.1
Cab015917.1,A03,.,AT5G14010.1
Cab015918.7,A03,.,AT5G14060.2
Cab015919.1,A03,.,AT5G14120.1
Cab015920.1,A03,.,0
BnaA03g04740D,A03,.,AT5G14140.1
Cab015921.2,A03,.,AT5G14150.1
Cab015922.1,A03,.,AT5G14170.1
Cab015923.1,A03,.,AT5G14210.1
Cab015924.1,A03,.,AT5G14230.1
Cab015925.2,A03,.,AT5G14250.1
Cab015926.1,A03,.,AT5G14310.1
Cab015927.1,A03,.,0
Cab015928.1,A03,.,AT5G14340.1
Cab015929.1,A03,.,0
Cab015930.1,A03,.,AT5G14360.1
Cab015931.1,A03,.,AT5G14370.1
Cab015932.1,A03,.,0
Cab015933.1,A03,.,AT5G14420.2
Cab015934.1,A03,.,AT5G14430.1
Cab015935.2,A03,.,AT5G14480.1
Cab015936.1,A03,.,AT5G14490.1
Cab015937.1,A03,.,AT5G14500.1
Cab015938.1,A03,.,AT5G14510.1
Cab015939.1,A03,.,AT5G14520.1
Cab015940.1,A03,.,AT5G03470.1
Cab015942.1,A03,.,AT5G14580.1
BnaA03g04980D,A03,.,0
Cab015943.8,A03,.,AT5G14590.1
Cab015944.1,A03,.,AT5G14640.1
Cab015945.1,A03,.,AT5G14710.1
Cab015947.1,A03,.,AT5G14710.1
Cab015946.1,A03,.,AT5G14720.1
Cab015948.1,A03,.,AT5G14720.1
Cab015950.1,A03,.,0
Cab015949.1,A03,.,0
Cab015951.1,A03,.,0
Cab015952.1,A03,.,0
Cab015953.1,A03,.,AT5G14790.1
Cab015954.1,A03,.,AT5G14800.1
Cab015955.1,A03,.,AT5G14860.1
Cab015956.1,A03,.,AT5G14910.1
Cab015957.1,A03,.,AT5G14920.1
BnaA03g05120D,A03,.,0
Cab015958.1,A03,.,0
Cab015959.1,A03,.,AT5G14950.1
Cab047747.1,A03,.,AT5G15020.2
Cab015960.1,A03,.,AT5G15020.2
Cab015961.1,A03,.,AT5G15070.1
Cab015962.1,A03,.,AT5G15080.1
Cab015963.1,A03,.,AT5G15110.1
Cab015964.1,A03,.,0
Cab015965.1,A03,.,AT5G15120.1
BnaA03g05220D,A03,.,0
Cab015966.1,A03,.,AT3G46740.1
Cab015967.1,A03,.,AT5G15130.1
Cab015968.1,A03,.,AT5G15140.1
Cab015969.1,A03,.,AT5G15150.1
Cab015970.1,A03,.,AT5G15160.1
Cab015971.1,A03,.,AT5G15170.1
Cab015972.1,A03,.,0
Cab015973.1,A03,.,AT5G15200.1
Cab015974.1,A03,.,AT5G15220.1
Cab015975.1,A03,.,AT5G15230.1
Cab015976.1,A03,.,0
Cab015977.1,A03,.,0
Cab015978.1,A03,.,AT5G15270.1
BnaA03g05380D,A03,.,0
Cab015979.1,A03,.,0
Cab015980.1,A03,.,AT5G15440.1
BnaA03g05420D,A03,.,AT5G15460.2
Cab015981.2,A03,.,AT5G15470.1
Cab015982.1,A03,.,0
Cab015983.1,A03,.,AT5G15490.1
Cab015984.1,A03,.,0
Cab015985.1,A03,.,0
Cab015986.1,A03,.,AT5G15550.1
Cab015987.1,A03,.,0
Cab015988.2,A03,.,AT5G15610.1
Cab015989.1,A03,.,0
Cab015990.1,A03,.,AT5G15630.1
Cab015991.3,A03,.,AT5G15680.1
Cab015992.1,A03,.,AT5G15710.1
Cab015993.1,A03,.,AT5G15720.1
Cab015994.1,A03,.,AT5G15740.1
Cab015995.1,A03,.,AT5G15750.1
Cab015996.1,A03,.,AT5G15790.2
Cab015997.1,A03,.,AT5G15800.1
Cab015998.1,A03,.,AT5G15810.1
Cab015999.1,A03,.,AT5G15830.1
Cab016000.1,A03,.,AT5G44210.1
Cab016001.1,A03,.,AT5G14250.1
Cab016002.1,A03,.,0
Cab016003.1,A03,.,0
Cab016004.1,A03,.,AT5G08490.1
Cab016005.2,A03,.,AT5G14640.1
BnaA03g05710D,A03,.,0
Cab016006.1,A03,.,0
Cab016007.1,A03,.,0
Cab016008.1,A03,.,0
Cab016009.1,A03,.,AT5G15880.1
Cab047608.1,A03,.,AT5G15880.1
Cab016010.1,A03,.,AT5G15920.1
Cab047609.1,A03,.,AT5G15920.1
Cab016011.1,A03,.,AT5G15948.1
Cab016012.1,A03,.,AT5G16000.1
Cab016013.1,A03,.,AT5G16010.1
Cab016014.4,A03,.,AT5G16030.1
Cab016015.1,A03,.,AT5G16070.1
Cab016016.1,A03,.,0
Cab016017.1,A03,.,AT5G16130.1
Cab016018.2,A03,.,AT5G16150.3
Cab016019.1,A03,.,AT5G16170.1
Cab016020.1,A03,.,AT5G16190.1
Cab016021.1,A03,.,0
Cab016022.1,A03,.,0
Cab016023.1,A03,.,AT5G16270.1
BnaA03g05920D,A03,.,AT5G16300.1
Cab048209.1,A03,.,AT5G16280.2
Cab047918.1,A03,.,AT5G16280.2
Cab016024.2,A03,.,AT5G16280.2
BnaA03g05930D,A03,.,AT5G16310.1
BnaA03g05940D,A03,.,0
BnaA03g05950D,A03,.,AT5G16330.1
BnaA03g05960D,A03,.,0
BnaA03g40920D,A03,.,0
BnaA03g05970D,A03,.,0
Cab016025.1,A03,.,AT5G16370.1
Cab016026.1,A03,.,AT5G16370.1
BnaA03g05990D,A03,.,AT5G16380.1
BnaA03g06000D,A03,.,AT5G16390.1
Cab016027.12,A03,.,AT5G16520.1
Cab016028.1,A03,.,AT5G16530.1
Cab016029.1,A03,.,AT5G16550.1
Cab016030.1,A03,.,AT5G16560.1
Cab016031.1,A03,.,AT1G73310.1
Cab016032.1,A03,.,AT5G16650.1
Cab016033.1,A03,.,AT5G16660.1
Cab016034.1,A03,.,AT5G16680.1
Cab016035.1,A03,.,AT5G48380.1
Cab016036.1,A03,.,AT5G48380.1
Cab016037.1,A03,.,0
Cab016038.1,A03,.,AT5G16760.1
Cab016039.1,A03,.,0
Cab016040.1,A03,.,AT5G16770.2
Cab016041.2,A03,.,AT5G16800.2
Cab016042.1,A03,.,0
Cab016043.1,A03,.,0
Cab016044.1,A03,.,AT5G16830.1
Cab016045.1,A03,.,AT5G16840.3
Cab016046.1,A03,.,AT2G20800.1
Cab016047.1,A03,.,AT2G20790.1
